ANNEE1;SEXE;REGION;SALAIRE
2019;E;R3;27376
2019;E;R4;24706
2019;F;E;25872
2019;F;R84;24794
2019;F;R27;22753
2019;F;R53;23019
2019;F;R24;23650
2019;F;R94;22812
2019;F;R44;23122
2019;F;R32;23539
2019;F;R11;32795
2019;F;R28;23280
2019;F;R75;23366
2019;F;R76;23734
2019;F;R52;23115
2019;F;R93;24596
2019;F;R1;25319
2019;F;R2;25054
2019;F;R3;25714
2019;F;R4;23603
2019;H;E;30585
2019;H;R84;29953
2019;H;R27;27179
2019;H;R53;27295
2019;H;R24;27911
2019;H;R94;26288
2019;H;R44;27877
2019;H;R32;27925
2019;H;R11;38194
2019;H;R28;27922
2019;H;R75;27516
2019;H;R76;28418
2019;H;R52;27692
2019;H;R93;29670
2019;H;R1;27731
2019;H;R2;27491
2019;H;R3;28419
2019;H;R4;25429
2020;E;E;29649
2020;E;R84;28789
2020;E;R27;26123
2020;E;R53;26389
2020;E;R24;26954
2020;E;R94;25777
2020;E;R44;26780
2020;E;R32;27050
2020;E;R11;37659
2020;E;R28;26802
2020;E;R75;26609
2020;E;R76;27294
2020;E;R52;26582
2020;E;R93;28552
2020;E;R1;27223
2020;E;R2;27042
2020;E;R3;27932
2020;E;R4;25068
2020;F;E;26942
2020;F;R84;25799
2020;F;R27;23599
2020;F;R53;23883
2020;F;R24;24535
2020;F;R94;23812
2020;F;R44;24063
2020;F;R32;24438
2020;F;R11;34587
2020;F;R28;24111
2020;F;R75;24254
2020;F;R76;24623
2020;F;R52;23910
2020;F;R93;25619
2020;F;R1;25967
2020;F;R2;25825
2020;F;R3;26514
2020;F;R4;24004
2020;H;E;31568
2020;H;R84;30858
2020;H;R27;27873
2020;H;R53;28173
2020;H;R24;28669
2020;H;R94;27237
2020;H;R44;28691
2020;H;R32;28695
2020;H;R11;39932
2020;H;R28;28607
2020;H;R75;28338
2020;H;R76;29232
2020;H;R52;28457
2020;H;R93;30727
2020;H;R1;28341
2020;H;R2;28124
2020;H;R3;28809
2020;H;R4;25777
2021;E;E;29569
2021;E;R84;28783
2021;E;R27;26110
2021;E;R53;26493
2021;E;R24;26936
2021;E;R94;25845
2021;E;R44;26726
2021;E;R32;27015
2021;E;R11;37435
2021;E;R28;26822
2021;E;R75;26672
2021;E;R76;27193
2021;E;R52;26646
2021;E;R93;28574
2021;E;R1;27040
2021;E;R2;26862
2021;E;R3;27557
2021;E;R4;24823
2021;F;E;26916
2021;F;R84;25872
2021;F;R27;23626
2021;F;R53;23971
2021;F;R24;24538
2021;F;R94;23955
2021;F;R44;24060
2021;F;R32;24397
2021;F;R11;34427
2021;F;R28;24188
2021;F;R75;24348
2021;F;R76;24646
2021;F;R52;24034
2021;F;R93;25759
2021;F;R1;25885
2021;F;R2;25602
2021;F;R3;26055
2021;F;R4;23800
2021;H;E;31450
2021;H;R84;30806
2021;H;R27;27830
2021;H;R53;28294
2021;H;R24;28631
2021;H;R94;27267
2021;H;R44;28598
2021;H;R32;28667
2021;H;R11;39642
2021;H;R28;28590
2021;H;R75;28377
2021;H;R76;29045
2021;H;R52;28481
2021;H;R93;30667
2021;H;R1;28065
2021;H;R2;27986
2021;H;R3;28507
2021;H;R4;25520
2022;E;E;30718
2022;E;R84;29947
2022;E;R27;27172
2022;E;R53;27605
2022;E;R24;28053
2022;E;R94;26882
2022;E;R44;27793
2022;E;R32;28018
2022;E;R11;38620
2022;E;R28;27903
2022;E;R75;27785
2022;E;R76;28289
2022;E;R52;27832
2022;E;R93;29680
2022;E;R1;27563
2022;E;R2;27511
2022;E;R3;28154
2022;E;R4;25516
2022;F;E;28101
2022;F;R84;27036
2022;F;R27;24666
2022;F;R53;25110
2022;F;R24;25711
2022;F;R94;24921
2022;F;R44;25140
2022;F;R32;25407
2022;F;R11;35771
2022;F;R28;25271
2022;F;R75;25461
2022;F;R76;25769
2022;F;R52;25237
2022;F;R93;26893
2022;F;R1;26442
2022;F;R2;26267
2022;F;R3;26629
2022;F;R4;24569
2022;H;E;32601
2022;H;R84;32006
2022;H;R27;28937
2022;H;R53;29416
2022;H;R24;29727
2022;H;R94;28393
2022;H;R44;29691
2022;H;R32;29702
2022;H;R11;40726
2022;H;R28;29707
2022;H;R75;29522
2022;H;R76;30142
2022;H;R52;29679
2022;H;R93;31786
2022;H;R1;28585
2022;H;R2;28645
2022;H;R3;29154
2022;H;R4;26176
2023;E;E;31902
2023;E;R84;31095
2023;E;R27;28283
2023;E;R53;28786
2023;E;R24;29227
2023;E;R94;27757
2023;E;R44;28974
2023;E;R32;29221
2023;E;R11;39873
2023;E;R28;29047
2023;E;R75;28971
2023;E;R76;29426
2023;E;R52;28983
2023;E;R93;30822
2023;E;R1;28436
2023;E;R2;28475
2023;E;R3;28949
2023;E;R4;26307
2023;F;E;29297
2023;F;R84;28223
2023;F;R27;25756
2023;F;R53;26217
2023;F;R24;26842
2023;F;R94;25905
2023;F;R44;26268
2023;F;R32;26565
2023;F;R11;37151
2023;F;R28;26379
2023;F;R75;26630
2023;F;R76;26901
2023;F;R52;26364
2023;F;R93;27991
2023;F;R1;27325
2023;F;R2;27299
2023;F;R3;27557
2023;F;R4;25435
2023;H;E;33785
2023;H;R84;33140
2023;H;R27;30068
2023;H;R53;30658
2023;H;R24;30935
2023;H;R94;29192
2023;H;R44;30922
2023;H;R32;30947
2023;H;R11;41893
2023;H;R28;30885
2023;H;R75;30727
2023;H;R76;31292
2023;H;R52;30853
2023;H;R93;32974
2023;H;R1;29468
2023;H;R2;29564
2023;H;R3;29857
2023;H;R4;26926
