GEO;GEO_OBJECT;AGE;SEX;EDUC;STUD_AREA;RP_MEASURE;FREQ;TIME_PERIOD;OBS_VALUE;GEO_str;region_nom
04;REG;Y_GE15;M;700_RP;_Z;POP;A;2022;19246.6731;04;La Réunion
53;REG;Y_GE15;M;350T351_RP;_Z;POP;A;2022;240848.72728;53;Bretagne
94;REG;Y_GE15;M;_T;_Z;POP;A;2022;132621.1645;94;Corse
52;REG;Y_GE15;M;500_RP;_Z;POP;A;2022;160522.25885;52;Pays de la Loire
93;REG;Y_GE15;M;001T100_RP;_Z;POP;A;2022;342819.27911;93;Provence-Alpes-Côte d'Azur
02;REG;Y_GE15;F;600_RP;_Z;POP;A;2022;15339.67004;02;Martinique
11;REG;Y_GE15;F;600_RP;_Z;POP;A;2022;636632.91441;11;Île-de-France
04;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;49698.18473;04;La Réunion
28;REG;Y_GE15;M;700_RP;_Z;POP;A;2022;96505.43265;28;Normandie
02;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;16330.13415;02;Martinique
52;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;183991.42616;52;Pays de la Loire
84;REG;Y_GE15;_T;_T;_Z;POP;A;2022;5997296.75128;84;Auvergne-Rhône-Alpes
76;REG;Y_GE15;_T;_T;_Z;POP;A;2022;4570992.69338;76;Occitanie
27;REG;Y_GE15;F;200_RP;_Z;POP;A;2022;69598.74642;27;Bourgogne-Franche-Comté
01;REG;Y_GE15;F;001T100_RP;_Z;POP;A;2022;48560.51703;01;Guadeloupe
93;REG;Y_GE15;F;_T;_Z;POP;A;2022;2070752.59677;93;Provence-Alpes-Côte d'Azur
24;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;119004.89047;24;Centre-Val de Loire
24;REG;Y_GE15;F;600_RP;_Z;POP;A;2022;99707.77856;24;Centre-Val de Loire
52;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;110221.38796;52;Pays de la Loire
44;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;726934.06023;44;Grand Est
75;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;1258095.22276;75;Nouvelle-Aquitaine
02;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;81543.00168;02;Martinique
75;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;445895.14936;75;Nouvelle-Aquitaine
04;REG;Y_GE15;_T;_T;_Z;POP;A;2022;611632.04342;04;La Réunion
93;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;730040.25967;93;Provence-Alpes-Côte d'Azur
93;REG;Y_GE15;F;001T100_RP;_Z;POP;A;2022;416953.9923;93;Provence-Alpes-Côte d'Azur
94;REG;Y_GE15;F;700_RP;_Z;POP;A;2022;11098.85616;94;Corse
94;REG;Y_GE15;M;700_RP;_Z;POP;A;2022;10916.89579;94;Corse
03;REG;Y_GE15;M;300_RP;_Z;POP;A;2022;15216.18547;03;Guyane
03;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;3770.30862;03;Guyane
84;REG;Y_GE15;M;350T351_RP;_Z;POP;A;2022;505112.62232;84;Auvergne-Rhône-Alpes
01;REG;Y_GE15;F;700_RP;_Z;POP;A;2022;10882.69663;01;Guadeloupe
93;REG;Y_GE15;M;500_RP;_Z;POP;A;2022;196097.92887;93;Provence-Alpes-Côte d'Azur
24;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;41706.74454;24;Centre-Val de Loire
04;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;125050.3044;04;La Réunion
11;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;172053.10478;11;Île-de-France
28;REG;Y_GE15;F;001T100_RP;_Z;POP;A;2022;331480.06273;28;Normandie
84;REG;Y_GE15;F;_T;_Z;POP;A;2022;3110056.69236;84;Auvergne-Rhône-Alpes
02;REG;Y_GE15;M;001T100_RP;_Z;POP;A;2022;38740.21985;02;Martinique
53;REG;Y_GE15;M;700_RP;_Z;POP;A;2022;132955.75575;53;Bretagne
53;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;493136.35374;53;Bretagne
84;REG;Y_GE15;M;500_RP;_Z;POP;A;2022;331549.91189;84;Auvergne-Rhône-Alpes
04;REG;Y_GE15;M;350T351_RP;_Z;POP;A;2022;46856.28274;04;La Réunion
03;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;8076.26472;03;Guyane
84;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;1101228.62484;84;Auvergne-Rhône-Alpes
03;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;11283.43142;03;Guyane
02;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;20717.56736;02;Martinique
28;REG;Y_GE15;M;500_RP;_Z;POP;A;2022;118553.60426;28;Normandie
24;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;63752.36655;24;Centre-Val de Loire
04;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;31308.62442;04;La Réunion
84;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;726499.10917;84;Auvergne-Rhône-Alpes
93;REG;Y_GE15;F;300_RP;_Z;POP;A;2022;399096.36415;93;Provence-Alpes-Côte d'Azur
53;REG;Y_GE15;M;001T100_RP;_Z;POP;A;2022;163499.22316;53;Bretagne
76;REG;Y_GE15;F;700_RP;_Z;POP;A;2022;249600.46652;76;Occitanie
93;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;97119.64456;93;Provence-Alpes-Côte d'Azur
32;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;355184.74364;32;Hauts-de-France
53;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;327267.19522;53;Bretagne
93;REG;Y_GE15;M;_T;_Z;POP;A;2022;1840463.06134;93;Provence-Alpes-Côte d'Azur
93;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;229137.29323;93;Provence-Alpes-Côte d'Azur
04;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;105299.49747;04;La Réunion
75;REG;Y_GE15;F;001T100_RP;_Z;POP;A;2022;501990.7488;75;Nouvelle-Aquitaine
32;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;1105898.08666;32;Hauts-de-France
24;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;103947.92604;24;Centre-Val de Loire
75;REG;Y_GE15;F;350T351_RP;_Z;POP;A;2022;461145.33018;75;Nouvelle-Aquitaine
44;REG;Y_GE15;M;_T;_Z;POP;A;2022;2011443.98271;44;Grand Est
02;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;8312.09082;02;Martinique
76;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;479350.3726;76;Occitanie
32;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;778800.32733;32;Hauts-de-France
03;REG;Y_GE15;M;500_RP;_Z;POP;A;2022;5000.08076;03;Guyane
04;REG;Y_GE15;F;300_RP;_Z;POP;A;2022;55559.31085;04;La Réunion
04;REG;Y_GE15;M;300_RP;_Z;POP;A;2022;69490.99354;04;La Réunion
53;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;405818.58471;53;Bretagne
03;REG;Y_GE15;M;_T;_Z;POP;A;2022;81187.03612;03;Guyane
03;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;11815.24259;03;Guyane
94;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;27217.87257;94;Corse
11;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;419522.46986;11;Île-de-France
24;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;163460.14511;24;Centre-Val de Loire
75;REG;Y_GE15;M;300_RP;_Z;POP;A;2022;701935.27087;75;Nouvelle-Aquitaine
28;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;573308.57753;28;Normandie
24;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;539221.91121;24;Centre-Val de Loire
76;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;858140.42369;76;Occitanie
01;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;22205.44338;01;Guadeloupe
03;REG;Y_GE15;F;200_RP;_Z;POP;A;2022;4305.95611;03;Guyane
01;REG;Y_GE15;F;_T;_Z;POP;A;2022;159311.6855;01;Guadeloupe
27;REG;Y_GE15;M;_T;_Z;POP;A;2022;1026912.23858;27;Bourgogne-Franche-Comté
44;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;251305.36988;44;Grand Est
94;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;9993.41953;94;Corse
27;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;236209.69955;27;Bourgogne-Franche-Comté
53;REG;Y_GE15;M;200_RP;_Z;POP;A;2022;58754.67341;53;Bretagne
11;REG;Y_GE15;M;300_RP;_Z;POP;A;2022;713413.61305;11;Île-de-France
32;REG;Y_GE15;M;300_RP;_Z;POP;A;2022;627242.77276;32;Hauts-de-France
44;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;188743.94554;44;Grand Est
28;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;432885.10526;28;Normandie
76;REG;Y_GE15;F;001T100_RP;_Z;POP;A;2022;466315.30945;76;Occitanie
94;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;22154.47467;94;Corse
84;REG;Y_GE15;F;350T351_RP;_Z;POP;A;2022;557984.40481;84;Auvergne-Rhône-Alpes
27;REG;Y_GE15;F;_T;_Z;POP;A;2022;1104380.66646;27;Bourgogne-Franche-Comté
01;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;89623.60735;01;Guadeloupe
94;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;15990.64792;94;Corse
28;REG;Y_GE15;M;350T351_RP;_Z;POP;A;2022;205515.52942;28;Normandie
32;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;254784.94771;32;Hauts-de-France
94;REG;Y_GE15;M;001T100_RP;_Z;POP;A;2022;28070.56047;94;Corse
76;REG;Y_GE15;F;_T;_Z;POP;A;2022;2387794.19441;76;Occitanie
04;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;40037.85416;04;La Réunion
03;REG;Y_GE15;M;001T100_RP;_Z;POP;A;2022;34299.22241;03;Guyane
27;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;68899.08113;27;Bourgogne-Franche-Comté
52;REG;Y_GE15;F;300_RP;_Z;POP;A;2022;343061.98925;52;Pays de la Loire
75;REG;Y_GE15;_T;001T100_RP;_Z;POP;A;2022;875389.76437;75;Nouvelle-Aquitaine
11;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;1988934.49437;11;Île-de-France
28;REG;Y_GE15;F;350T351_RP;_Z;POP;A;2022;227369.57584;28;Normandie
53;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;669000.31537;53;Bretagne
11;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;1056155.38427;11;Île-de-France
93;REG;Y_GE15;F;600_RP;_Z;POP;A;2022;246728.38166;93;Provence-Alpes-Côte d'Azur
84;REG;Y_GE15;_T;700_RP;_Z;POP;A;2022;736099.00421;84;Auvergne-Rhône-Alpes
11;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;1417090.58728;11;Île-de-France
02;REG;Y_GE15;_T;600_RP;_Z;POP;A;2022;23651.76085;02;Martinique
76;REG;Y_GE15;_T;200_RP;_Z;POP;A;2022;270405.92841;76;Occitanie
93;REG;Y_GE15;_T;300_RP;_Z;POP;A;2022;874436.24469;93;Provence-Alpes-Côte d'Azur
93;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;446640.22263;93;Provence-Alpes-Côte d'Azur
94;REG;Y_GE15;_T;350T351_RP;_Z;POP;A;2022;64001.48035;94;Corse
52;REG;Y_GE15;F;700_RP;_Z;POP;A;2022;128908.70544;52;Pays de la Loire
52;REG;Y_GE15;M;_T;_Z;POP;A;2022;1377097.77998;52;Pays de la Loire
32;REG;Y_GE15;_T;500_RP;_Z;POP;A;2022;468708.91853;32;Hauts-de-France
04;REG;Y_GE15;F;_T;_Z;POP;A;2022;324415.55843;04;La Réunion
28;REG;Y_GE15;M;600_RP;_Z;POP;A;2022;77232.64053;28;Normandie
84;REG;Y_GE15;F;500_RP;_Z;POP;A;2022;394949.19728;84;Auvergne-Rhône-Alpes
