"FREQ";"GEO";"GEO_OBJECT";"LEGAL_FORM";"SIDE_MEASURE";"TIME_PERIOD";"OBS_VALUE"
"A";"88";"DEP";"ENTIND_X_MICRO";"BURE";2023;470
"A";"84";"REG";"57";"BURE";2024;20301
"A";"28";"REG";"57";"BURE";2024;4745
"A";"74";"DEP";"57";"BURE";2022;2169
"A";"53";"DEP";"_T";"BURE";2013;1536
"A";"971";"DEP";"57";"BURE";2020;1514
"A";"75";"DEP";"OTH_SIDE";"BURE";2019;2165
"A";"17";"DEP";"MICRO";"BURE";2019;4693
"A";"69";"DEP";"OTH_SIDE";"BURE";2019;693
"A";"72";"DEP";"54";"BURE";2020;374
"A";"70";"DEP";"OTH_SIDE";"BURE";2021;11
"A";"67";"DEP";"OTH_SIDE";"BURE";2019;271
"A";"63";"DEP";"ENTIND_X_MICRO";"BURE";2021;1375
"A";"17";"DEP";"MICRO";"BURE";2021;6030
"A";"65";"DEP";"OTH_SIDE";"BURE";2019;25
"A";"971";"DEP";"ENTIND_X_MICRO";"BURE";2018;1244
"A";"43";"DEP";"_T";"BURE";2022;2537
"A";"48";"DEP";"57";"BURE";2017;78
"A";"33";"DEP";"ENTIND_X_MICRO";"BURE";2017;3683
"A";"76";"DEP";"ENTIND_X_MICRO";"BURE";2016;1622
"A";"50";"DEP";"54";"BURE";2017;416
"A";"33";"DEP";"MICRO";"BURE";2017;11822
"A";"53";"REG";"MICRO";"BURE";2016;9747
"A";"02";"DEP";"54";"BURE";2017;343
"A";"40";"DEP";"57";"BURE";2016;454
"A";"27";"DEP";"ENTIND_X_MICRO";"BURE";2017;898
"A";"04";"DEP";"57";"BURE";2017;243
"A";"66";"DEP";"ENTIND_X_MICRO";"BURE";2017;1308
"A";"67";"DEP";"MICRO";"BURE";2017;4002
"A";"62";"DEP";"54";"BURE";2013;1215
"A";"37";"DEP";"OTH_SIDE";"BURE";2013;58
"A";"01";"REG";"ENTIND_X_MICRO";"BURE";2013;1349
"A";"25";"DEP";"MICRO";"BURE";2013;1764
"A";"16";"DEP";"57";"BURE";2013;118
"A";"06";"DEP";"ENTIND_X_MICRO";"BURE";2013;3313
"A";"56";"DEP";"OTH_SIDE";"BURE";2014;136
"A";"71";"DEP";"ENTIND_X_MICRO";"BURE";2014;903
"A";"05";"DEP";"57";"BURE";2012;35
"A";"27";"DEP";"OTH_SIDE";"BURE";2013;84
"A";"12";"DEP";"MICRO";"BURE";2014;971
"A";"74";"DEP";"OTH_SIDE";"BURE";2013;169
"A";"11";"DEP";"_T";"BURE";2013;3528
"A";"94";"REG";"57";"BURE";2023;1309
"A";"26";"DEP";"ENTIND_X_MICRO";"BURE";2022;1120
"A";"65";"DEP";"57";"BURE";2024;378
"A";"25";"DEP";"_T";"BURE";2013;3735
"A";"51";"DEP";"54";"BURE";2023;468
"A";"39";"DEP";"54";"BURE";2023;189
"A";"03";"REG";"57";"BURE";2023;1038
"A";"94";"DEP";"57";"BURE";2023;5935
"A";"27";"REG";"54";"BURE";2023;2206
"A";"03";"REG";"OTH_SIDE";"BURE";2023;134
"A";"972";"DEP";"57";"BURE";2024;1339
"A";"57";"DEP";"OTH_SIDE";"BURE";2021;129
"A";"41";"DEP";"57";"BURE";2021;490
"A";"11";"DEP";"57";"BURE";2021;729
"A";"01";"REG";"MICRO";"BURE";2021;3091
"A";"57";"DEP";"54";"BURE";2019;548
"A";"75";"DEP";"54";"BURE";2019;6943
"A";"10";"DEP";"54";"BURE";2020;181
"A";"71";"DEP";"54";"BURE";2019;426
"A";"84";"REG";"57";"BURE";2019;14161
"A";"10";"DEP";"MICRO";"BURE";2019;1264
"A";"2B";"DEP";"ENTIND_X_MICRO";"BURE";2019;457
"A";"92";"DEP";"54";"BURE";2020;1690
"A";"976";"DEP";"_T";"BURE";2017;957
"A";"95";"DEP";"_T";"BURE";2022;23846
"A";"59";"DEP";"_T";"BURE";2019;27186
"A";"40";"DEP";"_T";"BURE";2016;3762
"A";"36";"DEP";"_T";"BURE";2019;1482
"A";"F";"FRANCE";"54";"BURE";2020;64800
"A";"F";"FRANCE";"54";"BURE";2016;76172
"A";"03";"REG";"_T";"BURE";2015;1748
"A";"61";"DEP";"_T";"BURE";2023;2422
"A";"81";"DEP";"_T";"BURE";2023;5317
"A";"14";"DEP";"_T";"BURE";2021;9244
"A";"80";"DEP";"_T";"BURE";2017;3288
"A";"76";"REG";"OTH_SIDE";"BURE";2015;1181
"A";"07";"DEP";"MICRO";"BURE";2016;1303
"A";"77";"DEP";"ENTIND_X_MICRO";"BURE";2015;1564
"A";"38";"DEP";"57";"BURE";2016;1723
"A";"02";"DEP";"57";"BURE";2016;336
"A";"52";"DEP";"57";"BURE";2016;109
"A";"976";"DEP";"57";"BURE";2015;36
"A";"72";"DEP";"OTH_SIDE";"BURE";2018;80
"A";"44";"REG";"57";"BURE";2015;4266
"A";"23";"DEP";"MICRO";"BURE";2016;249
"A";"26";"DEP";"54";"BURE";2018;481
"A";"44";"DEP";"ENTIND_X_MICRO";"BURE";2018;2610
"A";"66";"DEP";"ENTIND_X_MICRO";"BURE";2013;967
"A";"33";"DEP";"MICRO";"BURE";2014;8877
"A";"28";"DEP";"OTH_SIDE";"BURE";2014;87
"A";"11";"DEP";"54";"BURE";2015;304
"A";"19";"DEP";"MICRO";"BURE";2013;759
"A";"75";"REG";"OTH_SIDE";"BURE";2014;886
"A";"36";"DEP";"OTH_SIDE";"BURE";2014;21
"A";"80";"DEP";"OTH_SIDE";"BURE";2013;75
"A";"976";"DEP";"57";"BURE";2014;17
"A";"17";"DEP";"OTH_SIDE";"BURE";2014;91
"A";"37";"DEP";"54";"BURE";2014;710
"A";"91";"DEP";"OTH_SIDE";"BURE";2013;124
"A";"19";"DEP";"_T";"BURE";2012;1575
"A";"07";"DEP";"54";"BURE";2023;307
"A";"64";"DEP";"OTH_SIDE";"BURE";2023;207
"A";"80";"DEP";"_T";"BURE";2012;3009
"A";"77";"DEP";"57";"BURE";2023;4330
"A";"11";"DEP";"_T";"BURE";2012;3523
"A";"37";"DEP";"ENTIND_X_MICRO";"BURE";2022;1217
"A";"38";"DEP";"ENTIND_X_MICRO";"BURE";2024;1959
"A";"01";"DEP";"57";"BURE";2023;1137
"A";"44";"DEP";"OTH_SIDE";"BURE";2022;406
"A";"79";"DEP";"ENTIND_X_MICRO";"BURE";2023;608
"A";"33";"DEP";"54";"BURE";2024;2272
"A";"24";"REG";"MICRO";"BURE";2021;18110
"A";"92";"DEP";"MICRO";"BURE";2020;21131
"A";"27";"REG";"54";"BURE";2021;2479
"A";"12";"DEP";"54";"BURE";2021;305
"A";"38";"DEP";"54";"BURE";2020;1153
"A";"36";"DEP";"ENTIND_X_MICRO";"BURE";2021;372
"A";"86";"DEP";"57";"BURE";2018;299
"A";"11";"REG";"OTH_SIDE";"BURE";2019;3620
"A";"2B";"DEP";"OTH_SIDE";"BURE";2021;59
"A";"12";"DEP";"57";"BURE";2021;444
"A";"70";"DEP";"ENTIND_X_MICRO";"BURE";2021;501
"A";"02";"REG";"54";"BURE";2019;611
"A";"93";"DEP";"_T";"BURE";2021;38042
"A";"976";"DEP";"_T";"BURE";2014;871
"A";"89";"DEP";"_T";"BURE";2017;2444
"A";"02";"DEP";"_T";"BURE";2019;3572
"A";"22";"DEP";"_T";"BURE";2016;3673
"A";"15";"DEP";"_T";"BURE";2017;751
"A";"94";"REG";"_T";"BURE";2019;5225
"A";"13";"DEP";"_T";"BURE";2024;41785
"A";"31";"DEP";"_T";"BURE";2022;25199
"A";"64";"DEP";"_T";"BURE";2022;10708
"A";"03";"DEP";"_T";"BURE";2015;1933
"A";"83";"DEP";"_T";"BURE";2020;17542
"A";"14";"DEP";"OTH_SIDE";"BURE";2018;134
"A";"26";"DEP";"OTH_SIDE";"BURE";2017;92
"A";"71";"DEP";"54";"BURE";2015;400
"A";"15";"DEP";"MICRO";"BURE";2016;286
"A";"30";"DEP";"57";"BURE";2018;1156
"A";"13";"DEP";"ENTIND_X_MICRO";"BURE";2017;4725
"A";"67";"DEP";"57";"BURE";2017;1638
"A";"2A";"DEP";"57";"BURE";2017;476
"A";"52";"REG";"54";"BURE";2016;3984
"A";"974";"DEP";"MICRO";"BURE";2017;1981
"A";"61";"DEP";"MICRO";"BURE";2017;722
"A";"57";"DEP";"57";"BURE";2017;1207
"A";"17";"DEP";"57";"BURE";2015;449
"A";"78";"DEP";"ENTIND_X_MICRO";"BURE";2014;1530
"A";"41";"DEP";"MICRO";"BURE";2013;1156
"A";"63";"DEP";"54";"BURE";2012;856
"A";"973";"DEP";"MICRO";"BURE";2014;625
"A";"22";"DEP";"54";"BURE";2015;605
"A";"87";"DEP";"MICRO";"BURE";2012;1271
"A";"69";"DEP";"OTH_SIDE";"BURE";2014;445
"A";"77";"DEP";"57";"BURE";2012;652
"A";"85";"DEP";"57";"BURE";2013;243
"A";"09";"DEP";"ENTIND_X_MICRO";"BURE";2014;337
"A";"60";"DEP";"ENTIND_X_MICRO";"BURE";2014;1358
"A";"27";"DEP";"ENTIND_X_MICRO";"BURE";2024;865
"A";"03";"REG";"ENTIND_X_MICRO";"BURE";2023;374
"A";"80";"DEP";"54";"BURE";2023;249
"A";"09";"DEP";"ENTIND_X_MICRO";"BURE";2022;304
"A";"83";"DEP";"MICRO";"BURE";2024;14809
"A";"29";"DEP";"ENTIND_X_MICRO";"BURE";2022;1681
"A";"04";"REG";"OTH_SIDE";"BURE";2024;1234
"A";"77";"DEP";"OTH_SIDE";"BURE";2024;169
"A";"28";"REG";"MICRO";"BURE";2024;24194
"A";"29";"DEP";"MICRO";"BURE";2024;6270
"A";"49";"DEP";"54";"BURE";2024;883
"A";"94";"DEP";"_T";"BURE";2013;12480
"A";"04";"DEP";"ENTIND_X_MICRO";"BURE";2022;341
"A";"55";"DEP";"54";"BURE";2020;67
"A";"94";"REG";"54";"BURE";2021;362
"A";"53";"REG";"MICRO";"BURE";2019;16356
"A";"60";"DEP";"54";"BURE";2021;636
"A";"27";"DEP";"OTH_SIDE";"BURE";2021;90
"A";"80";"DEP";"54";"BURE";2018;292
"A";"37";"DEP";"OTH_SIDE";"BURE";2020;90
"A";"52";"DEP";"OTH_SIDE";"BURE";2021;26
"A";"971";"DEP";"57";"BURE";2018;1642
"A";"71";"DEP";"54";"BURE";2021;501
"A";"91";"DEP";"OTH_SIDE";"BURE";2018;99
"A";"06";"DEP";"57";"BURE";2024;5087
"A";"54";"DEP";"ENTIND_X_MICRO";"BURE";2023;1085
"A";"14";"DEP";"OTH_SIDE";"BURE";2022;163
"A";"14";"DEP";"ENTIND_X_MICRO";"BURE";2024;1206
"A";"46";"DEP";"_T";"BURE";2013;1338
"A";"972";"DEP";"54";"BURE";2024;603
"A";"58";"DEP";"OTH_SIDE";"BURE";2023;17
"A";"09";"DEP";"57";"BURE";2023;220
"A";"64";"DEP";"57";"BURE";2022;1500
"A";"17";"DEP";"MICRO";"BURE";2024;6382
"A";"64";"DEP";"_T";"BURE";2012;5951
"A";"36";"DEP";"57";"BURE";2024;209
"A";"32";"REG";"MICRO";"BURE";2016;16845
"A";"43";"DEP";"54";"BURE";2016;168
"A";"93";"REG";"57";"BURE";2015;9484
"A";"59";"DEP";"54";"BURE";2017;2129
"A";"12";"DEP";"57";"BURE";2018;230
"A";"17";"DEP";"ENTIND_X_MICRO";"BURE";2016;1192
"A";"976";"DEP";"57";"BURE";2016;33
"A";"2B";"DEP";"57";"BURE";2017;563
"A";"50";"DEP";"MICRO";"BURE";2015;1121
"A";"12";"DEP";"OTH_SIDE";"BURE";2016;58
"A";"59";"DEP";"MICRO";"BURE";2015;7917
"A";"46";"DEP";"57";"BURE";2018;144
"A";"09";"DEP";"_T";"BURE";2023;2065
"A";"93";"REG";"_T";"BURE";2021;106869
"A";"34";"DEP";"_T";"BURE";2023;24039
"A";"2B";"DEP";"_T";"BURE";2015;1851
"A";"86";"DEP";"_T";"BURE";2023;4932
"A";"28";"REG";"_T";"BURE";2019;29058
"A";"74";"DEP";"_T";"BURE";2019;11104
"A";"73";"DEP";"_T";"BURE";2020;6530
"A";"03";"DEP";"_T";"BURE";2023;3403
"A";"F";"FRANCE";"57";"BURE";2022;190214
"A";"32";"DEP";"_T";"BURE";2020;2051
"A";"11";"REG";"_T";"BURE";2023;295726
"A";"24";"REG";"54";"BURE";2014;2479
"A";"94";"REG";"54";"BURE";2014;613
"A";"59";"DEP";"57";"BURE";2012;806
"A";"71";"DEP";"54";"BURE";2014;479
"A";"30";"DEP";"MICRO";"BURE";2015;4049
"A";"39";"DEP";"54";"BURE";2013;262
"A";"36";"DEP";"OTH_SIDE";"BURE";2012;24
"A";"30";"DEP";"MICRO";"BURE";2012;4361
"A";"58";"DEP";"57";"BURE";2014;74
"A";"01";"DEP";"ENTIND_X_MICRO";"BURE";2015;1029
"A";"03";"REG";"MICRO";"BURE";2014;625
"A";"2B";"DEP";"ENTIND_X_MICRO";"BURE";2012;432
"A";"28";"DEP";"OTH_SIDE";"BURE";2019;68
"A";"71";"DEP";"MICRO";"BURE";2019;2393
"A";"42";"DEP";"OTH_SIDE";"BURE";2021;110
"A";"43";"DEP";"OTH_SIDE";"BURE";2021;40
"A";"01";"REG";"54";"BURE";2021;557
"A";"90";"DEP";"ENTIND_X_MICRO";"BURE";2018;258
"A";"32";"REG";"MICRO";"BURE";2020;34018
"A";"87";"DEP";"ENTIND_X_MICRO";"BURE";2018;977
"A";"45";"DEP";"54";"BURE";2021;610
"A";"28";"REG";"OTH_SIDE";"BURE";2021;604
"A";"10";"DEP";"MICRO";"BURE";2020;1682
"A";"84";"DEP";"ENTIND_X_MICRO";"BURE";2021;913
"A";"26";"DEP";"_T";"BURE";2012;4861
"A";"84";"REG";"OTH_SIDE";"BURE";2023;1553
"A";"88";"DEP";"_T";"BURE";2012;2521
"A";"33";"DEP";"ENTIND_X_MICRO";"BURE";2023;3375
"A";"52";"DEP";"54";"BURE";2024;103
"A";"57";"DEP";"OTH_SIDE";"BURE";2024;121
"A";"02";"DEP";"54";"BURE";2023;244
"A";"11";"REG";"57";"BURE";2023;68873
"A";"61";"DEP";"54";"BURE";2023;186
"A";"82";"DEP";"MICRO";"BURE";2023;2384
"A";"73";"DEP";"57";"BURE";2023;998
"A";"42";"DEP";"OTH_SIDE";"BURE";2024;112
"A";"69";"DEP";"57";"BURE";2017;4743
"A";"75";"DEP";"MICRO";"BURE";2016;27156
"A";"41";"DEP";"54";"BURE";2017;274
"A";"68";"DEP";"57";"BURE";2015;651
"A";"01";"REG";"57";"BURE";2017;1469
"A";"51";"DEP";"OTH_SIDE";"BURE";2017;136
"A";"62";"DEP";"54";"BURE";2017;871
"A";"71";"DEP";"54";"BURE";2017;381
"A";"94";"DEP";"54";"BURE";2016;1763
"A";"32";"REG";"ENTIND_X_MICRO";"BURE";2016;8559
"A";"63";"DEP";"54";"BURE";2016;592
"A";"87";"DEP";"57";"BURE";2017;312
"A";"68";"DEP";"MICRO";"BURE";2012;2886
"A";"33";"DEP";"MICRO";"BURE";2013;8494
"A";"32";"DEP";"57";"BURE";2014;132
"A";"93";"REG";"54";"BURE";2013;10779
"A";"04";"REG";"54";"BURE";2012;1509
"A";"16";"DEP";"OTH_SIDE";"BURE";2014;35
"A";"40";"DEP";"54";"BURE";2014;515
"A";"92";"DEP";"OTH_SIDE";"BURE";2013;436
"A";"27";"REG";"54";"BURE";2015;2387
"A";"72";"DEP";"OTH_SIDE";"BURE";2013;91
"A";"973";"DEP";"MICRO";"BURE";2012;971
"A";"53";"REG";"ENTIND_X_MICRO";"BURE";2013;5990
"A";"35";"DEP";"_T";"BURE";2018;9589
"A";"51";"DEP";"_T";"BURE";2017;4221
"A";"67";"DEP";"_T";"BURE";2021;15908
"A";"94";"DEP";"_T";"BURE";2024;31143
"A";"85";"DEP";"_T";"BURE";2015;4345
"A";"49";"DEP";"_T";"BURE";2015;5067
"A";"51";"DEP";"_T";"BURE";2015;3311
"A";"64";"DEP";"_T";"BURE";2018;7676
"A";"02";"REG";"_T";"BURE";2024;7317
"A";"39";"DEP";"_T";"BURE";2024;2999
"A";"94";"DEP";"_T";"BURE";2022;28800
"A";"47";"DEP";"_T";"BURE";2023;4060
"A";"31";"DEP";"54";"BURE";2022;1719
"A";"39";"DEP";"MICRO";"BURE";2023;1789
"A";"04";"REG";"MICRO";"BURE";2023;7242
"A";"17";"DEP";"ENTIND_X_MICRO";"BURE";2023;1102
"A";"74";"DEP";"54";"BURE";2022;1342
"A";"88";"DEP";"OTH_SIDE";"BURE";2023;40
"A";"87";"DEP";"OTH_SIDE";"BURE";2023;25
"A";"56";"DEP";"ENTIND_X_MICRO";"BURE";2022;1400
"A";"75";"DEP";"57";"BURE";2024;31787
"A";"54";"DEP";"54";"BURE";2024;484
"A";"90";"DEP";"54";"BURE";2022;95
"A";"28";"DEP";"OTH_SIDE";"BURE";2022;98
"A";"974";"DEP";"OTH_SIDE";"BURE";2019;364
"A";"72";"DEP";"57";"BURE";2021;644
"A";"14";"DEP";"54";"BURE";2021;827
"A";"44";"DEP";"OTH_SIDE";"BURE";2020;327
"A";"69";"DEP";"OTH_SIDE";"BURE";2020;674
"A";"90";"DEP";"54";"BURE";2018;96
"A";"94";"DEP";"ENTIND_X_MICRO";"BURE";2021;2265
"A";"88";"DEP";"54";"BURE";2018;264
"A";"33";"DEP";"54";"BURE";2019;2239
"A";"55";"DEP";"57";"BURE";2020;156
"A";"36";"DEP";"ENTIND_X_MICRO";"BURE";2020;378
"A";"56";"DEP";"OTH_SIDE";"BURE";2020;172
"A";"27";"REG";"MICRO";"BURE";2017;8294
"A";"95";"DEP";"54";"BURE";2016;1539
"A";"80";"DEP";"OTH_SIDE";"BURE";2017;190
"A";"10";"DEP";"MICRO";"BURE";2016;768
"A";"36";"DEP";"57";"BURE";2016;120
"A";"64";"DEP";"57";"BURE";2015;675
"A";"94";"REG";"ENTIND_X_MICRO";"BURE";2015;598
"A";"92";"DEP";"57";"BURE";2016;5675
"A";"37";"DEP";"54";"BURE";2016;591
"A";"02";"REG";"ENTIND_X_MICRO";"BURE";2018;865
"A";"37";"DEP";"ENTIND_X_MICRO";"BURE";2016;1012
"A";"79";"DEP";"ENTIND_X_MICRO";"BURE";2015;543
"A";"33";"DEP";"OTH_SIDE";"BURE";2015;365
"A";"21";"DEP";"54";"BURE";2014;622
"A";"21";"DEP";"OTH_SIDE";"BURE";2014;102
"A";"26";"DEP";"MICRO";"BURE";2015;2663
"A";"94";"DEP";"MICRO";"BURE";2013;6534
"A";"17";"DEP";"54";"BURE";2014;964
"A";"24";"DEP";"MICRO";"BURE";2015;1873
"A";"02";"REG";"MICRO";"BURE";2015;898
"A";"84";"REG";"ENTIND_X_MICRO";"BURE";2012;14270
"A";"45";"DEP";"54";"BURE";2013;830
"A";"11";"DEP";"ENTIND_X_MICRO";"BURE";2015;896
"A";"84";"REG";"MICRO";"BURE";2013;31234
"A";"06";"REG";"ENTIND_X_MICRO";"BURE";2023;599
"A";"95";"DEP";"ENTIND_X_MICRO";"BURE";2022;1782
"A";"94";"DEP";"54";"BURE";2023;1365
"A";"81";"DEP";"MICRO";"BURE";2024;3655
"A";"65";"DEP";"ENTIND_X_MICRO";"BURE";2023;417
"A";"63";"DEP";"_T";"BURE";2013;4600
"A";"88";"DEP";"OTH_SIDE";"BURE";2024;34
"A";"17";"DEP";"57";"BURE";2023;1045
"A";"46";"DEP";"54";"BURE";2023;125
"A";"86";"DEP";"OTH_SIDE";"BURE";2023;85
"A";"77";"DEP";"54";"BURE";2024;1021
"A";"01";"REG";"54";"BURE";2023;617
"A";"974";"DEP";"ENTIND_X_MICRO";"BURE";2020;2374
"A";"971";"DEP";"OTH_SIDE";"BURE";2021;460
"A";"57";"DEP";"ENTIND_X_MICRO";"BURE";2021;1719
"A";"75";"REG";"ENTIND_X_MICRO";"BURE";2018;13339
"A";"17";"DEP";"ENTIND_X_MICRO";"BURE";2020;1529
"A";"64";"DEP";"ENTIND_X_MICRO";"BURE";2019;2043
"A";"972";"DEP";"57";"BURE";2021;1514
"A";"09";"DEP";"54";"BURE";2019;100
"A";"46";"DEP";"ENTIND_X_MICRO";"BURE";2021;440
"A";"33";"DEP";"MICRO";"BURE";2021;21248
"A";"976";"DEP";"57";"BURE";2019;55
"A";"66";"DEP";"57";"BURE";2017;896
"A";"27";"DEP";"54";"BURE";2018;460
"A";"64";"DEP";"54";"BURE";2015;820
"A";"64";"DEP";"57";"BURE";2017;984
"A";"67";"DEP";"54";"BURE";2018;1071
"A";"93";"REG";"ENTIND_X_MICRO";"BURE";2016;11574
"A";"88";"DEP";"ENTIND_X_MICRO";"BURE";2016;688
"A";"52";"DEP";"OTH_SIDE";"BURE";2017;13
"A";"71";"DEP";"OTH_SIDE";"BURE";2016;63
"A";"22";"DEP";"54";"BURE";2017;616
"A";"90";"DEP";"ENTIND_X_MICRO";"BURE";2017;224
"A";"36";"DEP";"54";"BURE";2016;129
"A";"91";"DEP";"_T";"BURE";2018;14897
"A";"67";"DEP";"_T";"BURE";2019;12209
"A";"44";"REG";"_T";"BURE";2022;63710
"A";"95";"DEP";"_T";"BURE";2024;24980
"A";"42";"DEP";"_T";"BURE";2019;8234
"A";"2A";"DEP";"_T";"BURE";2019;2734
"A";"53";"DEP";"_T";"BURE";2020;2754
"A";"83";"DEP";"_T";"BURE";2022;21660
"A";"17";"DEP";"_T";"BURE";2024;9496
"A";"52";"DEP";"_T";"BURE";2019;1115
"A";"25";"DEP";"_T";"BURE";2018;4400
"A";"44";"DEP";"_T";"BURE";2021;21105
"A";"15";"DEP";"57";"BURE";2013;63
"A";"44";"DEP";"54";"BURE";2013;2132
"A";"01";"DEP";"54";"BURE";2015;552
"A";"66";"DEP";"OTH_SIDE";"BURE";2012;70
"A";"06";"REG";"54";"BURE";2014;160
"A";"68";"DEP";"ENTIND_X_MICRO";"BURE";2013;1322
"A";"39";"DEP";"54";"BURE";2014;199
"A";"19";"DEP";"OTH_SIDE";"BURE";2012;27
"A";"43";"DEP";"ENTIND_X_MICRO";"BURE";2013;465
"A";"90";"DEP";"ENTIND_X_MICRO";"BURE";2013;310
"A";"46";"DEP";"ENTIND_X_MICRO";"BURE";2012;448
"A";"22";"DEP";"MICRO";"BURE";2014;1985
"A";"69";"DEP";"_T";"BURE";2013;18836
"A";"30";"DEP";"57";"BURE";2022;1906
"A";"56";"DEP";"_T";"BURE";2012;5308
"A";"81";"DEP";"OTH_SIDE";"BURE";2022;50
"A";"81";"DEP";"MICRO";"BURE";2022;3240
"A";"82";"DEP";"ENTIND_X_MICRO";"BURE";2022;485
"A";"58";"DEP";"57";"BURE";2024;273
"A";"58";"DEP";"54";"BURE";2023;121
"A";"976";"DEP";"_T";"BURE";2012;896
"A";"60";"DEP";"54";"BURE";2023;567
"A";"2A";"DEP";"57";"BURE";2022;724
"A";"974";"DEP";"MICRO";"BURE";2024;7402
"A";"48";"DEP";"54";"BURE";2020;60
"A";"81";"DEP";"ENTIND_X_MICRO";"BURE";2020;635
"A";"36";"DEP";"OTH_SIDE";"BURE";2019;25
"A";"76";"REG";"57";"BURE";2018;9583
"A";"06";"DEP";"MICRO";"BURE";2020;14991
"A";"76";"REG";"54";"BURE";2019;5950
"A";"21";"DEP";"OTH_SIDE";"BURE";2019;101
"A";"44";"REG";"OTH_SIDE";"BURE";2020;780
"A";"66";"DEP";"54";"BURE";2020;350
"A";"02";"REG";"ENTIND_X_MICRO";"BURE";2019;870
"A";"52";"DEP";"57";"BURE";2021;171
"A";"2A";"DEP";"OTH_SIDE";"BURE";2020;66
"A";"78";"DEP";"54";"BURE";2015;1788
"A";"94";"DEP";"OTH_SIDE";"BURE";2017;144
"A";"72";"DEP";"OTH_SIDE";"BURE";2016;60
"A";"53";"DEP";"54";"BURE";2015;233
"A";"74";"DEP";"54";"BURE";2015;1042
"A";"75";"DEP";"54";"BURE";2016;7823
"A";"78";"DEP";"57";"BURE";2015;2511
"A";"14";"DEP";"57";"BURE";2017;765
"A";"38";"DEP";"MICRO";"BURE";2015;5297
"A";"83";"DEP";"ENTIND_X_MICRO";"BURE";2016;2894
"A";"94";"DEP";"54";"BURE";2017;1568
"A";"31";"DEP";"54";"BURE";2016;1531
"A";"02";"DEP";"_T";"BURE";2023;4613
"A";"28";"DEP";"_T";"BURE";2018;3207
"A";"F";"FRANCE";"ENTIND_X_MICRO";"BURE";2021;131853
"A";"45";"DEP";"_T";"BURE";2021;8123
"A";"17";"DEP";"_T";"BURE";2015;5635
"A";"21";"DEP";"_T";"BURE";2015;3954
"A";"53";"REG";"_T";"BURE";2021;38190
"A";"971";"DEP";"_T";"BURE";2018;5592
"A";"57";"DEP";"_T";"BURE";2015;6166
"A";"27";"REG";"_T";"BURE";2019;25259
"A";"F";"FRANCE";"57";"BURE";2023;177526
"A";"92";"DEP";"_T";"BURE";2018;29795
"A";"42";"DEP";"_T";"BURE";2012;5534
"A";"22";"DEP";"MICRO";"BURE";2024;4169
"A";"72";"DEP";"_T";"BURE";2012;2717
"A";"38";"DEP";"54";"BURE";2024;1536
"A";"21";"DEP";"MICRO";"BURE";2024;4700
"A";"24";"REG";"_T";"BURE";2013;16544
"A";"36";"DEP";"OTH_SIDE";"BURE";2024;26
"A";"27";"DEP";"57";"BURE";2024;912
"A";"46";"DEP";"MICRO";"BURE";2023;1319
"A";"93";"REG";"54";"BURE";2024;6542
"A";"64";"DEP";"MICRO";"BURE";2022;6572
"A";"18";"DEP";"_T";"BURE";2012;1789
"A";"57";"DEP";"57";"BURE";2012;387
"A";"66";"DEP";"57";"BURE";2014;494
"A";"75";"REG";"ENTIND_X_MICRO";"BURE";2013;13541
"A";"08";"DEP";"MICRO";"BURE";2015;575
"A";"52";"DEP";"MICRO";"BURE";2014;444
"A";"95";"DEP";"57";"BURE";2012;532
"A";"03";"DEP";"ENTIND_X_MICRO";"BURE";2012;532
"A";"39";"DEP";"OTH_SIDE";"BURE";2013;31
"A";"02";"REG";"54";"BURE";2012;1024
"A";"70";"DEP";"OTH_SIDE";"BURE";2012;20
"A";"23";"DEP";"57";"BURE";2012;31
"A";"973";"DEP";"54";"BURE";2013;412
"A";"05";"DEP";"54";"BURE";2020;161
"A";"24";"REG";"57";"BURE";2019;2867
"A";"93";"REG";"MICRO";"BURE";2018;38897
"A";"33";"DEP";"57";"BURE";2021;4923
"A";"23";"DEP";"54";"BURE";2020;39
"A";"973";"DEP";"54";"BURE";2020;71
"A";"95";"DEP";"ENTIND_X_MICRO";"BURE";2018;1414
"A";"79";"DEP";"54";"BURE";2021;290
"A";"11";"REG";"57";"BURE";2020;54570
"A";"45";"DEP";"ENTIND_X_MICRO";"BURE";2021;1086
"A";"06";"REG";"OTH_SIDE";"BURE";2022;9
"A";"92";"DEP";"MICRO";"BURE";2021;21766
"A";"22";"DEP";"ENTIND_X_MICRO";"BURE";2016;1252
"A";"02";"REG";"57";"BURE";2016;1037
"A";"08";"DEP";"54";"BURE";2017;166
"A";"52";"DEP";"MICRO";"BURE";2018;382
"A";"53";"REG";"54";"BURE";2015;3591
"A";"974";"DEP";"ENTIND_X_MICRO";"BURE";2016;2667
"A";"70";"DEP";"ENTIND_X_MICRO";"BURE";2018;539
"A";"68";"DEP";"54";"BURE";2016;643
"A";"60";"DEP";"ENTIND_X_MICRO";"BURE";2016;1062
"A";"59";"DEP";"OTH_SIDE";"BURE";2015;515
"A";"19";"DEP";"54";"BURE";2017;163
"A";"90";"DEP";"57";"BURE";2016;103
"A";"49";"DEP";"OTH_SIDE";"BURE";2023;160
"A";"40";"DEP";"57";"BURE";2023;724
"A";"80";"DEP";"57";"BURE";2023;650
"A";"21";"DEP";"57";"BURE";2024;997
"A";"49";"DEP";"54";"BURE";2022;1096
