"FREQ";"GEO";"GEO_OBJECT";"LEGAL_FORM";"SIDE_MEASURE";"TIME_PERIOD";"OBS_VALUE"
"A";"62";"DEP";"OTH_SIDE";"BURE";2016;155
"A";"11";"REG";"MICRO";"BURE";2018;126567
"A";"03";"DEP";"MICRO";"BURE";2017;1037
"A";"09";"DEP";"MICRO";"BURE";2018;847
"A";"32";"DEP";"MICRO";"BURE";2012;861
"A";"23";"DEP";"MICRO";"BURE";2015;350
"A";"02";"DEP";"MICRO";"BURE";2012;1773
"A";"84";"REG";"MICRO";"BURE";2014;33189
"A";"86";"DEP";"OTH_SIDE";"BURE";2013;71
"A";"73";"DEP";"ENTIND_X_MICRO";"BURE";2013;1448
"A";"976";"DEP";"54";"BURE";2013;160
"A";"34";"DEP";"57";"BURE";2013;1290
"A";"2B";"DEP";"57";"BURE";2014;247
"A";"76";"DEP";"57";"BURE";2013;346
"A";"22";"DEP";"57";"BURE";2012;76
"A";"59";"DEP";"54";"BURE";2014;2892
"A";"46";"DEP";"_T";"BURE";2016;1345
"A";"40";"DEP";"_T";"BURE";2014;3724
"A";"40";"DEP";"_T";"BURE";2015;3525
"A";"45";"DEP";"_T";"BURE";2019;6369
"A";"49";"DEP";"_T";"BURE";2024;9860
"A";"F";"FRANCE";"ENTIND_X_MICRO";"BURE";2019;142223
"A";"75";"REG";"_T";"BURE";2023;87108
"A";"95";"DEP";"_T";"BURE";2018;16645
"A";"15";"DEP";"_T";"BURE";2023;1187
"A";"24";"REG";"_T";"BURE";2016;16564
"A";"56";"DEP";"_T";"BURE";2015;5177
"A";"37";"DEP";"_T";"BURE";2022;8165
"A";"90";"DEP";"54";"BURE";2019;94
"A";"25";"DEP";"ENTIND_X_MICRO";"BURE";2019;1150
"A";"02";"REG";"OTH_SIDE";"BURE";2022;3966
"A";"33";"DEP";"54";"BURE";2021;2480
"A";"53";"DEP";"OTH_SIDE";"BURE";2020;274
"A";"01";"DEP";"57";"BURE";2020;989
"A";"09";"DEP";"MICRO";"BURE";2020;1154
"A";"08";"DEP";"ENTIND_X_MICRO";"BURE";2020;415
"A";"93";"REG";"OTH_SIDE";"BURE";2018;1067
"A";"14";"DEP";"54";"BURE";2020;668
"A";"57";"DEP";"ENTIND_X_MICRO";"BURE";2019;2144
"A";"61";"DEP";"MICRO";"BURE";2020;1151
"A";"24";"DEP";"OTH_SIDE";"BURE";2023;51
"A";"84";"DEP";"MICRO";"BURE";2022;6727
"A";"02";"DEP";"_T";"BURE";2013;2888
"A";"04";"DEP";"57";"BURE";2023;322
"A";"15";"DEP";"OTH_SIDE";"BURE";2024;6
"A";"94";"REG";"MICRO";"BURE";2023;3877
"A";"80";"DEP";"MICRO";"BURE";2023;3746
"A";"02";"REG";"MICRO";"BURE";2024;3004
"A";"14";"DEP";"MICRO";"BURE";2024;5662
"A";"86";"DEP";"57";"BURE";2022;600
"A";"94";"DEP";"ENTIND_X_MICRO";"BURE";2024;2195
"A";"51";"DEP";"_T";"BURE";2012;3576
"A";"55";"DEP";"ENTIND_X_MICRO";"BURE";2016;298
"A";"01";"DEP";"MICRO";"BURE";2017;2362
"A";"69";"DEP";"ENTIND_X_MICRO";"BURE";2018;4099
"A";"02";"DEP";"57";"BURE";2017;350
"A";"2A";"DEP";"ENTIND_X_MICRO";"BURE";2018;439
"A";"2B";"DEP";"ENTIND_X_MICRO";"BURE";2018;446
"A";"23";"DEP";"57";"BURE";2018;70
"A";"44";"DEP";"57";"BURE";2016;1394
"A";"16";"DEP";"ENTIND_X_MICRO";"BURE";2018;648
"A";"16";"DEP";"ENTIND_X_MICRO";"BURE";2016;518
"A";"79";"DEP";"57";"BURE";2015;119
"A";"53";"REG";"ENTIND_X_MICRO";"BURE";2018;6668
"A";"58";"DEP";"MICRO";"BURE";2014;666
"A";"65";"DEP";"OTH_SIDE";"BURE";2013;37
"A";"52";"DEP";"ENTIND_X_MICRO";"BURE";2013;294
"A";"18";"DEP";"OTH_SIDE";"BURE";2012;29
"A";"56";"DEP";"MICRO";"BURE";2012;2849
"A";"24";"DEP";"54";"BURE";2013;406
"A";"02";"REG";"57";"BURE";2013;242
"A";"34";"DEP";"OTH_SIDE";"BURE";2012;249
"A";"24";"DEP";"54";"BURE";2015;340
"A";"17";"DEP";"ENTIND_X_MICRO";"BURE";2015;1206
"A";"15";"DEP";"MICRO";"BURE";2014;268
"A";"28";"DEP";"OTH_SIDE";"BURE";2012;60
"A";"32";"DEP";"MICRO";"BURE";2021;1528
"A";"91";"DEP";"54";"BURE";2019;1139
"A";"90";"DEP";"ENTIND_X_MICRO";"BURE";2021;242
"A";"74";"DEP";"OTH_SIDE";"BURE";2020;230
"A";"54";"DEP";"54";"BURE";2019;492
"A";"972";"DEP";"57";"BURE";2020;1083
"A";"87";"DEP";"OTH_SIDE";"BURE";2021;38
"A";"82";"DEP";"54";"BURE";2020;180
"A";"2A";"DEP";"57";"BURE";2020;544
"A";"76";"DEP";"MICRO";"BURE";2020;7660
"A";"31";"DEP";"54";"BURE";2020;1278
"A";"03";"REG";"ENTIND_X_MICRO";"BURE";2022;408
"A";"78";"DEP";"MICRO";"BURE";2017;8254
"A";"74";"DEP";"OTH_SIDE";"BURE";2016;199
"A";"43";"DEP";"54";"BURE";2015;151
"A";"84";"REG";"54";"BURE";2015;8803
"A";"15";"DEP";"OTH_SIDE";"BURE";2017;19
"A";"92";"DEP";"54";"BURE";2016;2410
"A";"974";"DEP";"ENTIND_X_MICRO";"BURE";2017;2921
"A";"80";"DEP";"MICRO";"BURE";2016;1440
"A";"32";"REG";"ENTIND_X_MICRO";"BURE";2018;11385
"A";"37";"DEP";"ENTIND_X_MICRO";"BURE";2018;1142
"A";"89";"DEP";"54";"BURE";2016;207
"A";"50";"DEP";"57";"BURE";2018;246
"A";"972";"DEP";"_T";"BURE";2014;4475
"A";"43";"DEP";"_T";"BURE";2016;1296
"A";"F";"FRANCE";"ENTIND_X_MICRO";"BURE";2012;100659
"A";"57";"DEP";"_T";"BURE";2022;11233
"A";"2B";"DEP";"_T";"BURE";2019;2491
"A";"36";"DEP";"_T";"BURE";2024;2038
"A";"65";"DEP";"_T";"BURE";2021;2848
"A";"86";"DEP";"_T";"BURE";2017;2901
"A";"58";"DEP";"_T";"BURE";2019;1457
"A";"04";"REG";"_T";"BURE";2016;6930
"A";"37";"DEP";"_T";"BURE";2017;4809
"A";"71";"DEP";"_T";"BURE";2017;3681
"A";"81";"DEP";"ENTIND_X_MICRO";"BURE";2022;683
"A";"85";"DEP";"57";"BURE";2023;935
"A";"38";"DEP";"OTH_SIDE";"BURE";2022;266
"A";"52";"REG";"57";"BURE";2024;6065
"A";"70";"DEP";"57";"BURE";2024;238
"A";"43";"DEP";"ENTIND_X_MICRO";"BURE";2023;410
"A";"2B";"DEP";"54";"BURE";2022;175
"A";"47";"DEP";"ENTIND_X_MICRO";"BURE";2022;523
"A";"976";"DEP";"54";"BURE";2023;268
"A";"24";"DEP";"57";"BURE";2022;625
"A";"22";"DEP";"OTH_SIDE";"BURE";2022;212
"A";"56";"DEP";"57";"BURE";2023;1067
"A";"02";"DEP";"ENTIND_X_MICRO";"BURE";2016;606
"A";"92";"DEP";"57";"BURE";2017;6250
"A";"05";"DEP";"ENTIND_X_MICRO";"BURE";2017;360
"A";"63";"DEP";"ENTIND_X_MICRO";"BURE";2017;1142
"A";"74";"DEP";"ENTIND_X_MICRO";"BURE";2017;1914
"A";"52";"DEP";"ENTIND_X_MICRO";"BURE";2016;275
"A";"11";"DEP";"MICRO";"BURE";2016;1416
"A";"79";"DEP";"OTH_SIDE";"BURE";2016;49
"A";"2A";"DEP";"57";"BURE";2016;411
"A";"04";"DEP";"54";"BURE";2017;138
"A";"11";"REG";"57";"BURE";2017;44540
"A";"971";"DEP";"54";"BURE";2016;595
"A";"79";"DEP";"ENTIND_X_MICRO";"BURE";2021;578
"A";"54";"DEP";"OTH_SIDE";"BURE";2020;80
"A";"89";"DEP";"OTH_SIDE";"BURE";2020;37
"A";"69";"DEP";"ENTIND_X_MICRO";"BURE";2021;3775
"A";"37";"DEP";"54";"BURE";2019;636
"A";"70";"DEP";"ENTIND_X_MICRO";"BURE";2019;510
"A";"45";"DEP";"54";"BURE";2020;499
"A";"84";"DEP";"54";"BURE";2018;650
"A";"18";"DEP";"57";"BURE";2019;263
"A";"976";"DEP";"57";"BURE";2020;98
"A";"19";"DEP";"57";"BURE";2020;271
"A";"85";"DEP";"57";"BURE";2021;953
"A";"24";"REG";"MICRO";"BURE";2015;8150
"A";"67";"DEP";"OTH_SIDE";"BURE";2014;185
"A";"32";"DEP";"OTH_SIDE";"BURE";2013;38
"A";"40";"DEP";"57";"BURE";2012;85
"A";"11";"DEP";"MICRO";"BURE";2014;2011
"A";"28";"DEP";"OTH_SIDE";"BURE";2015;57
"A";"03";"DEP";"MICRO";"BURE";2012;1162
"A";"12";"DEP";"54";"BURE";2013;276
"A";"67";"DEP";"54";"BURE";2013;1674
"A";"39";"DEP";"54";"BURE";2012;304
"A";"11";"DEP";"OTH_SIDE";"BURE";2013;52
"A";"01";"DEP";"MICRO";"BURE";2012;2690
"A";"58";"DEP";"ENTIND_X_MICRO";"BURE";2023;308
"A";"45";"DEP";"ENTIND_X_MICRO";"BURE";2024;1006
"A";"05";"DEP";"54";"BURE";2023;179
"A";"01";"REG";"MICRO";"BURE";2023;4328
"A";"38";"DEP";"MICRO";"BURE";2023;12735
"A";"85";"DEP";"MICRO";"BURE";2024;4879
"A";"92";"DEP";"MICRO";"BURE";2024;23284
"A";"38";"DEP";"54";"BURE";2023;1355
"A";"55";"DEP";"MICRO";"BURE";2022;891
"A";"37";"DEP";"57";"BURE";2024;1116
"A";"88";"DEP";"57";"BURE";2024;508
"A";"56";"DEP";"OTH_SIDE";"BURE";2024;191
"A";"972";"DEP";"OTH_SIDE";"BURE";2015;1094
"A";"83";"DEP";"OTH_SIDE";"BURE";2017;202
"A";"19";"DEP";"OTH_SIDE";"BURE";2016;27
"A";"72";"DEP";"57";"BURE";2017;364
"A";"04";"DEP";"OTH_SIDE";"BURE";2017;18
"A";"14";"DEP";"OTH_SIDE";"BURE";2016;127
"A";"75";"REG";"ENTIND_X_MICRO";"BURE";2017;12484
"A";"23";"DEP";"OTH_SIDE";"BURE";2017;22
"A";"94";"DEP";"ENTIND_X_MICRO";"BURE";2017;1648
"A";"11";"DEP";"57";"BURE";2017;496
"A";"91";"DEP";"57";"BURE";2017;2815
"A";"59";"DEP";"_T";"BURE";2017;19327
"A";"05";"DEP";"_T";"BURE";2018;1683
"A";"91";"DEP";"_T";"BURE";2023;23186
"A";"2A";"DEP";"_T";"BURE";2024;3380
"A";"53";"REG";"_T";"BURE";2020;30802
"A";"33";"DEP";"_T";"BURE";2021;33076
"A";"973";"DEP";"_T";"BURE";2022;3087
"A";"02";"REG";"_T";"BURE";2023;8956
"A";"07";"DEP";"_T";"BURE";2020;3387
"A";"03";"DEP";"_T";"BURE";2024;3484
"A";"07";"DEP";"_T";"BURE";2015;2521
"A";"42";"DEP";"_T";"BURE";2022;10155
"A";"57";"DEP";"54";"BURE";2021;698
"A";"13";"DEP";"ENTIND_X_MICRO";"BURE";2019;5126
"A";"07";"DEP";"MICRO";"BURE";2022;2667
"A";"94";"DEP";"ENTIND_X_MICRO";"BURE";2018;1717
"A";"07";"DEP";"MICRO";"BURE";2020;2215
"A";"78";"DEP";"54";"BURE";2019;1321
"A";"976";"DEP";"MICRO";"BURE";2021;488
"A";"2B";"DEP";"MICRO";"BURE";2019;1277
"A";"80";"DEP";"OTH_SIDE";"BURE";2018;211
"A";"28";"DEP";"57";"BURE";2019;591
"A";"04";"DEP";"57";"BURE";2021;348
"A";"76";"DEP";"MICRO";"BURE";2019;6438
"A";"48";"DEP";"MICRO";"BURE";2023;482
"A";"89";"DEP";"OTH_SIDE";"BURE";2022;63
"A";"51";"DEP";"54";"BURE";2024;548
"A";"53";"REG";"57";"BURE";2024;5059
"A";"23";"DEP";"ENTIND_X_MICRO";"BURE";2022;216
"A";"11";"DEP";"57";"BURE";2024;804
"A";"36";"DEP";"OTH_SIDE";"BURE";2023;28
"A";"24";"REG";"54";"BURE";2024;2005
"A";"58";"DEP";"54";"BURE";2022;144
"A";"32";"DEP";"OTH_SIDE";"BURE";2024;27
"A";"18";"DEP";"57";"BURE";2022;375
"A";"35";"DEP";"_T";"BURE";2013;7287
"A";"70";"DEP";"OTH_SIDE";"BURE";2014;20
"A";"92";"DEP";"57";"BURE";2012;1889
"A";"45";"DEP";"ENTIND_X_MICRO";"BURE";2012;659
"A";"21";"DEP";"57";"BURE";2012;124
"A";"03";"REG";"54";"BURE";2012;399
"A";"65";"DEP";"54";"BURE";2012;319
"A";"04";"DEP";"MICRO";"BURE";2014;815
"A";"67";"DEP";"54";"BURE";2012;1929
"A";"71";"DEP";"57";"BURE";2012;127
"A";"76";"REG";"ENTIND_X_MICRO";"BURE";2014;12864
"A";"09";"DEP";"ENTIND_X_MICRO";"BURE";2012;273
"A";"972";"DEP";"57";"BURE";2012;164
"A";"89";"DEP";"54";"BURE";2017;187
"A";"34";"DEP";"54";"BURE";2016;1689
"A";"47";"DEP";"MICRO";"BURE";2017;1304
"A";"52";"DEP";"57";"BURE";2015;79
"A";"45";"DEP";"57";"BURE";2015;564
"A";"29";"DEP";"54";"BURE";2016;752
"A";"61";"DEP";"54";"BURE";2015;206
"A";"06";"DEP";"MICRO";"BURE";2017;8501
"A";"71";"DEP";"OTH_SIDE";"BURE";2015;49
"A";"84";"REG";"54";"BURE";2016;8356
"A";"2A";"DEP";"57";"BURE";2018;487
"A";"21";"DEP";"MICRO";"BURE";2017;1837
"A";"77";"DEP";"MICRO";"BURE";2022;15659
"A";"32";"REG";"57";"BURE";2022;9653
"A";"2A";"DEP";"MICRO";"BURE";2023;2040
"A";"25";"DEP";"57";"BURE";2023;778
"A";"23";"DEP";"MICRO";"BURE";2023;694
"A";"76";"DEP";"OTH_SIDE";"BURE";2023;165
"A";"05";"DEP";"_T";"BURE";2012;1530
"A";"05";"DEP";"OTH_SIDE";"BURE";2024;40
"A";"55";"DEP";"57";"BURE";2023;216
"A";"50";"DEP";"_T";"BURE";2013;2443
"A";"93";"DEP";"54";"BURE";2024;1940
"A";"974";"DEP";"_T";"BURE";2012;7230
"A";"52";"REG";"_T";"BURE";2022;46574
"A";"47";"DEP";"_T";"BURE";2017;2543
"A";"76";"REG";"_T";"BURE";2021;97716
"A";"87";"DEP";"_T";"BURE";2022;4081
"A";"28";"REG";"_T";"BURE";2022;35492
"A";"78";"DEP";"_T";"BURE";2022;25527
"A";"32";"REG";"_T";"BURE";2017;39252
"A";"F";"FRANCE";"54";"BURE";2018;70421
"A";"41";"DEP";"_T";"BURE";2014;2024
"A";"85";"DEP";"_T";"BURE";2021;7569
"A";"84";"DEP";"_T";"BURE";2017;6280
"A";"01";"DEP";"_T";"BURE";2022;8417
"A";"27";"REG";"57";"BURE";2021;4049
"A";"07";"DEP";"57";"BURE";2020;344
"A";"01";"REG";"57";"BURE";2019;1577
"A";"08";"DEP";"57";"BURE";2020;239
"A";"25";"DEP";"MICRO";"BURE";2021;3752
"A";"34";"DEP";"57";"BURE";2020;3341
"A";"32";"REG";"ENTIND_X_MICRO";"BURE";2021;9819
"A";"12";"DEP";"ENTIND_X_MICRO";"BURE";2021;575
"A";"41";"DEP";"57";"BURE";2019;335
"A";"78";"DEP";"54";"BURE";2018;1329
"A";"18";"DEP";"ENTIND_X_MICRO";"BURE";2020;584
"A";"11";"DEP";"MICRO";"BURE";2020;2285
"A";"48";"DEP";"OTH_SIDE";"BURE";2012;10
"A";"17";"DEP";"54";"BURE";2013;1019
"A";"61";"DEP";"OTH_SIDE";"BURE";2012;44
"A";"44";"DEP";"MICRO";"BURE";2014;6085
"A";"33";"DEP";"ENTIND_X_MICRO";"BURE";2015;3204
"A";"54";"DEP";"MICRO";"BURE";2014;2309
"A";"04";"DEP";"54";"BURE";2015;180
"A";"74";"DEP";"OTH_SIDE";"BURE";2012;196
"A";"44";"REG";"MICRO";"BURE";2013;17944
"A";"27";"DEP";"MICRO";"BURE";2012;2298
"A";"33";"DEP";"57";"BURE";2014;1631
"A";"84";"REG";"OTH_SIDE";"BURE";2013;1396
"A";"35";"DEP";"57";"BURE";2017;862
"A";"80";"DEP";"57";"BURE";2016;387
"A";"84";"REG";"57";"BURE";2015;9278
"A";"01";"REG";"54";"BURE";2016;595
"A";"11";"REG";"54";"BURE";2017;19588
"A";"56";"DEP";"ENTIND_X_MICRO";"BURE";2015;1315
"A";"62";"DEP";"57";"BURE";2015;843
"A";"76";"REG";"OTH_SIDE";"BURE";2016;1195
"A";"95";"DEP";"54";"BURE";2015;1785
"A";"93";"REG";"54";"BURE";2017;6284
"A";"65";"DEP";"MICRO";"BURE";2015;890
"A";"89";"DEP";"ENTIND_X_MICRO";"BURE";2015;490
"A";"12";"DEP";"54";"BURE";2022;291
"A";"974";"DEP";"MICRO";"BURE";2023;7242
"A";"38";"DEP";"MICRO";"BURE";2022;12705
"A";"971";"DEP";"MICRO";"BURE";2024;4635
"A";"23";"DEP";"57";"BURE";2023;113
"A";"2A";"DEP";"OTH_SIDE";"BURE";2023;44
"A";"01";"DEP";"54";"BURE";2023;604
"A";"84";"DEP";"ENTIND_X_MICRO";"BURE";2022;842
"A";"71";"DEP";"MICRO";"BURE";2024;4153
"A";"58";"DEP";"_T";"BURE";2012;1173
"A";"24";"DEP";"OTH_SIDE";"BURE";2024;45
"A";"34";"DEP";"MICRO";"BURE";2023;15915
"A";"55";"DEP";"_T";"BURE";2020;1190
"A";"35";"DEP";"_T";"BURE";2015;7077
"A";"65";"DEP";"_T";"BURE";2016;1824
"A";"82";"DEP";"_T";"BURE";2020;2936
"A";"23";"DEP";"_T";"BURE";2020;859
"A";"52";"DEP";"_T";"BURE";2018;985
"A";"81";"DEP";"_T";"BURE";2022;5240
"A";"74";"DEP";"_T";"BURE";2024;14292
"A";"65";"DEP";"_T";"BURE";2019;2494
"A";"04";"REG";"_T";"BURE";2018;7795
"A";"34";"DEP";"_T";"BURE";2024;25073
"A";"49";"DEP";"_T";"BURE";2017;5438
"A";"75";"DEP";"ENTIND_X_MICRO";"BURE";2020;6043
"A";"46";"DEP";"MICRO";"BURE";2019;1012
"A";"07";"DEP";"ENTIND_X_MICRO";"BURE";2021;653
"A";"76";"REG";"54";"BURE";2020;5320
"A";"68";"DEP";"57";"BURE";2020;1123
"A";"80";"DEP";"ENTIND_X_MICRO";"BURE";2021;944
"A";"17";"DEP";"54";"BURE";2019;716
"A";"07";"DEP";"57";"BURE";2022;536
"A";"72";"DEP";"OTH_SIDE";"BURE";2021;70
"A";"84";"DEP";"ENTIND_X_MICRO";"BURE";2018;1513
"A";"62";"DEP";"ENTIND_X_MICRO";"BURE";2020;2391
"A";"72";"DEP";"OTH_SIDE";"BURE";2019;72
"A";"90";"DEP";"OTH_SIDE";"BURE";2014;10
"A";"73";"DEP";"ENTIND_X_MICRO";"BURE";2014;1458
"A";"10";"DEP";"ENTIND_X_MICRO";"BURE";2014;541
"A";"65";"DEP";"ENTIND_X_MICRO";"BURE";2014;603
"A";"86";"DEP";"57";"BURE";2014;160
"A";"12";"DEP";"MICRO";"BURE";2013;935
"A";"29";"DEP";"57";"BURE";2014;364
"A";"67";"DEP";"MICRO";"BURE";2012;4244
"A";"32";"REG";"OTH_SIDE";"BURE";2015;979
"A";"09";"DEP";"OTH_SIDE";"BURE";2012;15
"A";"76";"DEP";"ENTIND_X_MICRO";"BURE";2013;1920
"A";"34";"DEP";"MICRO";"BURE";2013;6423
"A";"16";"DEP";"ENTIND_X_MICRO";"BURE";2024;663
"A";"23";"DEP";"ENTIND_X_MICRO";"BURE";2023;219
"A";"16";"DEP";"54";"BURE";2024;259
"A";"51";"DEP";"ENTIND_X_MICRO";"BURE";2024;869
"A";"44";"REG";"ENTIND_X_MICRO";"BURE";2024;7824
"A";"08";"DEP";"MICRO";"BURE";2023;1655
"A";"04";"REG";"57";"BURE";2023;1624
"A";"22";"DEP";"_T";"BURE";2014;3755
"A";"06";"DEP";"ENTIND_X_MICRO";"BURE";2024;2132
"A";"11";"DEP";"MICRO";"BURE";2022;3439
"A";"75";"REG";"OTH_SIDE";"BURE";2023;1126
"A";"73";"DEP";"ENTIND_X_MICRO";"BURE";2024;785
"A";"06";"DEP";"57";"BURE";2018;3490
"A";"48";"DEP";"OTH_SIDE";"BURE";2016;9
"A";"65";"DEP";"ENTIND_X_MICRO";"BURE";2015;472
"A";"54";"DEP";"OTH_SIDE";"BURE";2017;74
"A";"53";"DEP";"57";"BURE";2016;142
"A";"52";"REG";"ENTIND_X_MICRO";"BURE";2015;6022
"A";"11";"REG";"MICRO";"BURE";2017;96792
"A";"71";"DEP";"ENTIND_X_MICRO";"BURE";2016;1159
"A";"79";"DEP";"MICRO";"BURE";2015;1000
"A";"2B";"DEP";"OTH_SIDE";"BURE";2016;65
"A";"39";"DEP";"ENTIND_X_MICRO";"BURE";2018;610
"A";"62";"DEP";"54";"BURE";2018;821
"A";"53";"DEP";"OTH_SIDE";"BURE";2019;77
"A";"14";"DEP";"OTH_SIDE";"BURE";2020;157
"A";"27";"REG";"OTH_SIDE";"BURE";2021;421
"A";"72";"DEP";"54";"BURE";2021;466
"A";"01";"DEP";"ENTIND_X_MICRO";"BURE";2022;1026
"A";"95";"DEP";"ENTIND_X_MICRO";"BURE";2020;1597
"A";"34";"DEP";"54";"BURE";2019;1497
"A";"52";"DEP";"MICRO";"BURE";2020;555
"A";"24";"REG";"ENTIND_X_MICRO";"BURE";2019;4489
"A";"81";"DEP";"57";"BURE";2020;604
"A";"93";"DEP";"MICRO";"BURE";2020;24004
"A";"49";"DEP";"ENTIND_X_MICRO";"BURE";2019;1962
"A";"32";"DEP";"_T";"BURE";2013;1480
"A";"16";"DEP";"MICRO";"BURE";2024;2713
"A";"04";"DEP";"54";"BURE";2024;184
"A";"973";"DEP";"OTH_SIDE";"BURE";2022;60
"A";"81";"DEP";"ENTIND_X_MICRO";"BURE";2023;720
"A";"57";"DEP";"ENTIND_X_MICRO";"BURE";2023;1371
"A";"03";"REG";"_T";"BURE";2012;2259
"A";"86";"DEP";"54";"BURE";2024;322
"A";"77";"DEP";"MICRO";"BURE";2023;16751
"A";"13";"DEP";"MICRO";"BURE";2023;25934
"A";"93";"REG";"MICRO";"BURE";2022;72972
"A";"10";"DEP";"_T";"BURE";2012;1954
"A";"94";"REG";"_T";"BURE";2017;4279
"A";"34";"DEP";"_T";"BURE";2019;19609
"A";"66";"DEP";"_T";"BURE";2017;5134
"A";"41";"DEP";"_T";"BURE";2023;3559
"A";"58";"DEP";"_T";"BURE";2018;1285
"A";"14";"DEP";"_T";"BURE";2022;8602
"A";"51";"DEP";"_T";"BURE";2020;5893
"A";"28";"DEP";"_T";"BURE";2021;4839
"A";"58";"DEP";"_T";"BURE";2017;1202
"A";"79";"DEP";"_T";"BURE";2022;3420
"A";"F";"FRANCE";"_T";"BURE";2020;900169
"A";"23";"DEP";"_T";"BURE";2023;1093
"A";"04";"REG";"ENTIND_X_MICRO";"BURE";2014;2916
"A";"68";"DEP";"57";"BURE";2014;587
"A";"94";"REG";"MICRO";"BURE";2012;2220
"A";"11";"REG";"ENTIND_X_MICRO";"BURE";2013;18534
"A";"44";"DEP";"MICRO";"BURE";2013;5597
"A";"63";"DEP";"ENTIND_X_MICRO";"BURE";2012;874
"A";"62";"DEP";"OTH_SIDE";"BURE";2012;106
"A";"27";"DEP";"OTH_SIDE";"BURE";2015;84
"A";"84";"REG";"OTH_SIDE";"BURE";2014;1321
"A";"05";"DEP";"54";"BURE";2012;239
"A";"05";"DEP";"54";"BURE";2014;238
"A";"33";"DEP";"54";"BURE";2012;3414
"A";"47";"DEP";"57";"BURE";2018;340
"A";"15";"DEP";"57";"BURE";2017;106
"A";"39";"DEP";"MICRO";"BURE";2015;808
"A";"42";"DEP";"ENTIND_X_MICRO";"BURE";2017;1531
"A";"44";"DEP";"ENTIND_X_MICRO";"BURE";2017;3118
"A";"06";"DEP";"MICRO";"BURE";2016;8190
"A";"74";"DEP";"OTH_SIDE";"BURE";2017;310
"A";"36";"DEP";"54";"BURE";2017;106
"A";"69";"DEP";"OTH_SIDE";"BURE";2018;780
"A";"02";"REG";"ENTIND_X_MICRO";"BURE";2017;968
"A";"09";"DEP";"ENTIND_X_MICRO";"BURE";2017;360
"A";"2B";"DEP";"57";"BURE";2016;431
"A";"54";"DEP";"ENTIND_X_MICRO";"BURE";2021;1286
"A";"07";"DEP";"57";"BURE";2021;450
"A";"95";"DEP";"OTH_SIDE";"BURE";2019;105
"A";"971";"DEP";"MICRO";"BURE";2020;2270
"A";"32";"DEP";"OTH_SIDE";"BURE";2021;32
"A";"76";"REG";"MICRO";"BURE";2020;52250
"A";"02";"DEP";"57";"BURE";2020;444
"A";"64";"DEP";"57";"BURE";2021;1414
"A";"91";"DEP";"ENTIND_X_MICRO";"BURE";2018;2245
"A";"02";"DEP";"57";"BURE";2021;554
"A";"25";"DEP";"57";"BURE";2021;817
"A";"64";"DEP";"ENTIND_X_MICRO";"BURE";2020;2077
"A";"82";"DEP";"OTH_SIDE";"BURE";2024;21
"A";"06";"DEP";"57";"BURE";2023;4878
"A";"2B";"DEP";"_T";"BURE";2012;2044
"A";"33";"DEP";"54";"BURE";2023;2291
"A";"66";"DEP";"54";"BURE";2022;554
"A";"38";"DEP";"OTH_SIDE";"BURE";2023;199
"A";"81";"DEP";"MICRO";"BURE";2023;3467
"A";"76";"DEP";"_T";"BURE";2012;6853
"A";"72";"DEP";"57";"BURE";2024;737
"A";"02";"DEP";"OTH_SIDE";"BURE";2024;85
"A";"32";"REG";"OTH_SIDE";"BURE";2024;898
"A";"53";"REG";"ENTIND_X_MICRO";"BURE";2023;5515
"A";"63";"DEP";"57";"BURE";2014;383
"A";"68";"DEP";"54";"BURE";2012;1137
"A";"27";"REG";"OTH_SIDE";"BURE";2015;314
"A";"61";"DEP";"54";"BURE";2012;217
"A";"64";"DEP";"54";"BURE";2012;1072
"A";"73";"DEP";"54";"BURE";2014;707
"A";"32";"REG";"54";"BURE";2013;6081
"A";"52";"REG";"MICRO";"BURE";2012;13001
"A";"32";"DEP";"57";"BURE";2013;119
"A";"93";"REG";"MICRO";"BURE";2014;30718
"A";"15";"DEP";"MICRO";"BURE";2013;233
"A";"38";"DEP";"MICRO";"BURE";2014;5507
"A";"22";"DEP";"57";"BURE";2016;275
"A";"94";"REG";"MICRO";"BURE";2015;2007
"A";"92";"DEP";"54";"BURE";2017;2054
"A";"83";"DEP";"OTH_SIDE";"BURE";2015;168
"A";"60";"DEP";"57";"BURE";2016;986
"A";"84";"DEP";"54";"BURE";2017;646
"A";"2B";"DEP";"MICRO";"BURE";2016;971
"A";"70";"DEP";"MICRO";"BURE";2015;666
"A";"73";"DEP";"57";"BURE";2016;576
"A";"976";"DEP";"ENTIND_X_MICRO";"BURE";2016;613
"A";"82";"DEP";"MICRO";"BURE";2015;1216
"A";"74";"DEP";"OTH_SIDE";"BURE";2018;233
"A";"38";"DEP";"_T";"BURE";2019;16612
"A";"972";"DEP";"_T";"BURE";2017;5067
"A";"49";"DEP";"_T";"BURE";2022;9515
"A";"91";"DEP";"_T";"BURE";2020;20280
"A";"94";"REG";"_T";"BURE";2015;3796
"A";"31";"DEP";"_T";"BURE";2020;23446
"A";"43";"DEP";"_T";"BURE";2020;1928
"A";"86";"DEP";"_T";"BURE";2022;5232
"A";"51";"DEP";"_T";"BURE";2016;3595
"A";"50";"DEP";"_T";"BURE";2015;2400
"A";"66";"DEP";"_T";"BURE";2020;6316
"A";"91";"DEP";"_T";"BURE";2024;23662
